benchmark,case_id,phase,strip_id,alpha_rad,alpha_sep_rad,strip_area_m2,normalized_strip_weight,region_A,region_L,region_P,wA,wL,wP,canonical_eligible
yang2025,aoa_0,0.0546875,5,-0.30597587248040786,0.08726646259971647,0.0027083333333333313,0.08333333333333336,0,1,0,0.0,0.8333333333333333,0.1666666666666668,false
yang2025,aoa_0,0.0546875,6,-0.3364235803772921,0.08726646259971647,0.0027083333333333282,0.08333333333333326,0,1,0,0.0,0.8333333333333333,0.1666666666666668,false
yang2025,aoa_0,0.0546875,7,-0.3662365761367502,0.08726646259971647,0.002708333333333331,0.08333333333333334,0,1,0,0.0,0.8333333333333333,0.1666666666666668,false
yang2025,aoa_0,0.0546875,8,-0.39538321212970806,0.08726646259971647,0.002708333333333331,0.08333333333333334,0,1,0,0.0,0.8333333333333333,0.1666666666666668,false
yang2025,aoa_0,0.0546875,9,-0.4238377580094417,0.08726646259971647,0.0027083333333333287,0.08333333333333327,0,1,0,0.0,0.8333333333333333,0.1666666666666668,false
yang2025,aoa_0,0.0546875,10,-0.45158016484258423,0.08726646259971647,0.0027083333333333317,0.08333333333333337,0,0,1,0.0,0.8333333333333333,0.1666666666666668,false
yang2025,aoa_0,0.0546875,11,-0.4785957520385132,0.08726646259971647,0.0027083333333333326,0.0833333333333334,0,0,1,0.0,0.8333333333333333,0.1666666666666668,false
yang2025,aoa_0,0.0625,0,-0.14386517014142036,0.08726646259971647,0.00270833333333333,0.08333333333333331,0,1,0,0.0,0.8333333333333333,0.1666666666666668,false
yang2025,aoa_0,0.0625,1,-0.1763927413976885,0.08726646259971647,0.0027083333333333304,0.08333333333333333,0,1,0,0.0,0.8333333333333333,0.1666666666666668,false
yang2025,aoa_0,0.0625,2,-0.20854758247913538,0.08726646259971647,0.002708333333333331,0.08333333333333334,0,1,0,0.0,0.8333333333333333,0.1666666666666668,false
yang2025,aoa_0,0.0625,3,-0.2402708326033688,0.08726646259971647,0.0027083333333333295,0.0833333333333333,0,1,0,0.0,0.8333333333333333,0.1666666666666668,false
yang2025,aoa_0,0.0625,4,-0.27150866253425626,0.08726646259971647,0.0027083333333333304,0.08333333333333333,0,1,0,0.0,0.8333333333333333,0.1666666666666668,false
