model,theta_max_deg,phase_offset_deg,phase,CT
v5c0_corrected_v4b_075c,25.0,45.0,0.5390625,-0.049713351132945754
v4b_legacy_025c,25.0,45.0,0.546875,-0.035609008601642074
v5c0_corrected_v4b_075c,25.0,45.0,0.546875,-0.02095626732488817
v4b_legacy_025c,25.0,45.0,0.5546875,-0.0012203571124479121
v5c0_corrected_v4b_075c,25.0,45.0,0.5546875,0.01409630405490737
v4b_legacy_025c,25.0,45.0,0.5625,0.0400078416948534
v5c0_corrected_v4b_075c,25.0,45.0,0.5625,0.05589783384599006
v4b_legacy_025c,25.0,45.0,0.5703125,0.09112405912602459
v5c0_corrected_v4b_075c,25.0,45.0,0.5703125,0.10748152916388878
v4b_legacy_025c,25.0,45.0,0.578125,0.13791514646445097
v5c0_corrected_v4b_075c,25.0,45.0,0.578125,0.1546206448574479
v4b_legacy_025c,25.0,45.0,0.5859375,0.1862845857099098
v5c0_corrected_v4b_075c,25.0,45.0,0.5859375,0.20320731803043268
v4b_legacy_025c,25.0,45.0,0.59375,0.23463472790382034
v5c0_corrected_v4b_075c,25.0,45.0,0.59375,0.2516353082046123
v4b_legacy_025c,25.0,45.0,0.6015625,0.2831159305120968
v5c0_corrected_v4b_075c,25.0,45.0,0.6015625,0.30004952837524135
v4b_legacy_025c,25.0,45.0,0.609375,0.32790220592355007
v5c0_corrected_v4b_075c,25.0,45.0,0.609375,0.34462195969497944
v4b_legacy_025c,25.0,45.0,0.6171875,0.369446101989636
v5c0_corrected_v4b_075c,25.0,45.0,0.6171875,0.38580665906385275
v4b_legacy_025c,25.0,45.0,0.625,0.4083009647252542
v5c0_corrected_v4b_075c,25.0,45.0,0.625,0.4241620060090341
v4b_legacy_025c,25.0,45.0,0.6328125,0.44383434422317813
v5c0_corrected_v4b_075c,25.0,45.0,0.6328125,0.4590639538333227
v4b_legacy_025c,25.0,45.0,0.640625,0.4757762665238671
v5c0_corrected_v4b_075c,25.0,45.0,0.640625,0.4902540186895663
v4b_legacy_025c,25.0,45.0,0.6484375,0.5026475962174378
v5c0_corrected_v4b_075c,25.0,45.0,0.6484375,0.5162672482437204
v4b_legacy_025c,25.0,45.0,0.65625,0.5248178251473151
v5c0_corrected_v4b_075c,25.0,45.0,0.65625,0.5374895268737487
v4b_legacy_025c,25.0,45.0,0.6640625,0.5413319201723163
v5c0_corrected_v4b_075c,25.0,45.0,0.6640625,0.5529838751835859
v4b_legacy_025c,25.0,45.0,0.671875,0.5549566997869234
v5c0_corrected_v4b_075c,25.0,45.0,0.671875,0.5655362401775451
v4b_legacy_025c,25.0,45.0,0.6796875,0.5631479605299266
v5c0_corrected_v4b_075c,25.0,45.0,0.6796875,0.572622023789787
v4b_legacy_025c,25.0,45.0,0.6875,0.5650881313419747
v5c0_corrected_v4b_075c,25.0,45.0,0.6875,0.5734431535104644
v4b_legacy_025c,25.0,45.0,0.6953125,0.5614804459381527
v5c0_corrected_v4b_075c,25.0,45.0,0.6953125,0.5687245594737796
v4b_legacy_025c,25.0,45.0,0.703125,0.5592958975001188
v5c0_corrected_v4b_075c,25.0,45.0,0.703125,0.5656131727151279
v4b_legacy_025c,25.0,45.0,0.7109375,0.55333309065463
v5c0_corrected_v4b_075c,25.0,45.0,0.7109375,0.5589115264960491
v4b_legacy_025c,25.0,45.0,0.71875,0.5199856071342767
v5c0_corrected_v4b_075c,25.0,45.0,0.71875,0.524893474080731
v4b_legacy_025c,25.0,45.0,0.7265625,0.4990299063639462
v5c0_corrected_v4b_075c,25.0,45.0,0.7265625,0.5032422006765928
v4b_legacy_025c,25.0,45.0,0.734375,0.47196647632973304
v5c0_corrected_v4b_075c,25.0,45.0,0.734375,0.4754034222312854
v4b_legacy_025c,25.0,45.0,0.7421875,0.44276414922612384
v5c0_corrected_v4b_075c,25.0,45.0,0.7421875,0.4453338267603874
v4b_legacy_025c,25.0,45.0,0.75,0.41157316123678434
v5c0_corrected_v4b_075c,25.0,45.0,0.75,0.4132421600482899
v4b_legacy_025c,25.0,45.0,0.7578125,0.37968579813010955
v5c0_corrected_v4b_075c,25.0,45.0,0.7578125,0.3805634186056719
v4b_legacy_025c,25.0,45.0,0.765625,0.3484680352694274
v5c0_corrected_v4b_075c,25.0,45.0,0.765625,0.3486158537687479
v4b_legacy_025c,25.0,45.0,0.7734375,0.31290451977929734
v5c0_corrected_v4b_075c,25.0,45.0,0.7734375,0.31227243327391496
v4b_legacy_025c,25.0,45.0,0.78125,0.2724961003216307
v5c0_corrected_v4b_075c,25.0,45.0,0.78125,0.2713079015280619
v4b_legacy_025c,25.0,45.0,0.7890625,0.23145687200637827
v5c0_corrected_v4b_075c,25.0,45.0,0.7890625,0.23001401823768342
v4b_legacy_025c,25.0,45.0,0.796875,0.18847783168071805
v5c0_corrected_v4b_075c,25.0,45.0,0.796875,0.1869738947592212
v4b_legacy_025c,25.0,45.0,0.8046875,0.13743804032701792
v5c0_corrected_v4b_075c,25.0,45.0,0.8046875,0.13592182803006755
v4b_legacy_025c,25.0,45.0,0.8125,0.07504972920402411
v5c0_corrected_v4b_075c,25.0,45.0,0.8125,0.07356111415081903
v4b_legacy_025c,25.0,45.0,0.8203125,0.006652014864098269
v5c0_corrected_v4b_075c,25.0,45.0,0.8203125,0.005229762090567656
v4b_legacy_025c,25.0,45.0,0.828125,-0.07177505968945698
v5c0_corrected_v4b_075c,25.0,45.0,0.828125,-0.07309350234558429
v4b_legacy_025c,25.0,45.0,0.8359375,-0.1469554542805773
v5c0_corrected_v4b_075c,25.0,45.0,0.8359375,-0.14813412470806567
v4b_legacy_025c,25.0,45.0,0.84375,-0.22329323189960826
v5c0_corrected_v4b_075c,25.0,45.0,0.84375,-0.22429778513479223
v4b_legacy_025c,25.0,45.0,0.8515625,-0.3216220605908968
v5c0_corrected_v4b_075c,25.0,45.0,0.8515625,-0.3224198685540923
v4b_legacy_025c,25.0,45.0,0.859375,-0.3629497850912134
v5c0_corrected_v4b_075c,25.0,45.0,0.859375,-0.3635100113635573
v4b_legacy_025c,25.0,45.0,0.8671875,-0.3670283272579947
v5c0_corrected_v4b_075c,25.0,45.0,0.8671875,-0.3673219847234347
v4b_legacy_025c,25.0,45.0,0.875,-0.38217709269086647
v5c0_corrected_v4b_075c,25.0,45.0,0.875,-0.38217709269086647
v4b_legacy_025c,25.0,45.0,0.8828125,-0.3851373800995924
v5c0_corrected_v4b_075c,25.0,45.0,0.8828125,-0.38481858221087245
v4b_legacy_025c,25.0,45.0,0.890625,-0.4138750917798384
v5c0_corrected_v4b_075c,25.0,45.0,0.890625,-0.41321436334036027
v4b_legacy_025c,25.0,45.0,0.8984375,-0.45251016517906945
v5c0_corrected_v4b_075c,25.0,45.0,0.8984375,-0.45148645917072094
v4b_legacy_025c,25.0,45.0,0.90625,-0.5101727914813539
v5c0_corrected_v4b_075c,25.0,45.0,0.90625,-0.5087672502614692
v4b_legacy_025c,25.0,45.0,0.9140625,-0.4813964612359712
v5c0_corrected_v4b_075c,25.0,45.0,0.9140625,-0.4795925518565904
v4b_legacy_025c,25.0,45.0,0.921875,-0.41749223657595985
v5c0_corrected_v4b_075c,25.0,45.0,0.921875,-0.41527592104869154
v4b_legacy_025c,25.0,45.0,0.9296875,-0.38999575413995025
v5c0_corrected_v4b_075c,25.0,45.0,0.9296875,-0.3873556950652945
v4b_legacy_025c,25.0,45.0,0.9375,-0.36989116806469813
v5c0_corrected_v4b_075c,25.0,45.0,0.9375,-0.3668189666877413
v4b_legacy_025c,25.0,45.0,0.9453125,-0.3647259746122565
v5c0_corrected_v4b_075c,25.0,45.0,0.9453125,-0.36110190980130386
v4b_legacy_025c,25.0,45.0,0.953125,-0.349557418627865
v5c0_corrected_v4b_075c,25.0,45.0,0.953125,-0.34478641160965473
v4b_legacy_025c,25.0,45.0,0.9609375,-0.33023849663642024
v5c0_corrected_v4b_075c,25.0,45.0,0.9609375,-0.32399173602303033
v4b_legacy_025c,25.0,45.0,0.96875,-0.3098171998908286
v5c0_corrected_v4b_075c,25.0,45.0,0.96875,-0.3024708441319042
v4b_legacy_025c,25.0,45.0,0.9765625,-0.2868280411905286
v5c0_corrected_v4b_075c,25.0,45.0,0.9765625,-0.27851458674731155
v4b_legacy_025c,25.0,45.0,0.984375,-0.260884123175989
v5c0_corrected_v4b_075c,25.0,45.0,0.984375,-0.2516498317630696
v4b_legacy_025c,25.0,45.0,0.9921875,-0.23037256855325716
v5c0_corrected_v4b_075c,25.0,45.0,0.9921875,-0.22044715882528074
v4b_legacy_025c,25.0,60.0,0.0,-0.07992993476134834
v5c0_corrected_v4b_075c,25.0,60.0,0.0,-0.06985028929140204
v4b_legacy_025c,25.0,60.0,0.0078125,-0.04484319739435163
v5c0_corrected_v4b_075c,25.0,60.0,0.0078125,-0.034110970801658425
v4b_legacy_025c,25.0,60.0,0.015625,-0.007733726303891136
v5c0_corrected_v4b_075c,25.0,60.0,0.015625,0.0036333189951794345
v4b_legacy_025c,25.0,60.0,0.0234375,0.03103578509867969
v5c0_corrected_v4b_075c,25.0,60.0,0.0234375,0.04300818291337375
v4b_legacy_025c,25.0,60.0,0.03125,0.070863895678178
v5c0_corrected_v4b_075c,25.0,60.0,0.03125,0.08339936317893891
v4b_legacy_025c,25.0,60.0,0.0390625,0.10379958837131797
v5c0_corrected_v4b_075c,25.0,60.0,0.0390625,0.11678526223839135
v4b_legacy_025c,25.0,60.0,0.046875,0.13227821110206933
v5c0_corrected_v4b_075c,25.0,60.0,0.046875,0.14555648971946392
v4b_legacy_025c,25.0,60.0,0.0546875,0.16053557946111813
v5c0_corrected_v4b_075c,25.0,60.0,0.0546875,0.1739649361194218
v4b_legacy_025c,25.0,60.0,0.0625,0.1903435385805577
v5c0_corrected_v4b_075c,25.0,60.0,0.0625,0.20380048619950922
v4b_legacy_025c,25.0,60.0,0.0703125,0.22184997585596683
v5c0_corrected_v4b_075c,25.0,60.0,0.0703125,0.23522811076223588
v4b_legacy_025c,25.0,60.0,0.078125,0.254355717863972
v5c0_corrected_v4b_075c,25.0,60.0,0.078125,0.26756305586789597
v4b_legacy_025c,25.0,60.0,0.0859375,0.28771182507655196
v5c0_corrected_v4b_075c,25.0,60.0,0.0859375,0.30066768942226835
v4b_legacy_025c,25.0,60.0,0.09375,0.32027885850003757
v5c0_corrected_v4b_075c,25.0,60.0,0.09375,0.332911286194047
v4b_legacy_025c,25.0,60.0,0.1015625,0.3515803278635491
v5c0_corrected_v4b_075c,25.0,60.0,0.1015625,0.36382445662444063
v4b_legacy_025c,25.0,60.0,0.109375,0.37909746058019106
v5c0_corrected_v4b_075c,25.0,60.0,0.109375,0.3908948220751173
v4b_legacy_025c,25.0,60.0,0.1171875,0.40644601153396054
v5c0_corrected_v4b_075c,25.0,60.0,0.1171875,0.41774425848423213
v4b_legacy_025c,25.0,60.0,0.125,0.42678917028199403
v5c0_corrected_v4b_075c,25.0,60.0,0.125,0.4375416165236256
v4b_legacy_025c,25.0,60.0,0.1328125,0.4399615824930141
v5c0_corrected_v4b_075c,25.0,60.0,0.1328125,0.45012605916109033
v4b_legacy_025c,25.0,60.0,0.140625,0.45260866951814377
v5c0_corrected_v4b_075c,25.0,60.0,0.140625,0.46214553360178307
v4b_legacy_025c,25.0,60.0,0.1484375,0.4580392848608345
v5c0_corrected_v4b_075c,25.0,60.0,0.1484375,0.46690883580368486
v4b_legacy_025c,25.0,60.0,0.15625,0.46621173695445695
v5c0_corrected_v4b_075c,25.0,60.0,0.15625,0.4743716629474484
v4b_legacy_025c,25.0,60.0,0.1640625,0.46327696780747957
v5c0_corrected_v4b_075c,25.0,60.0,0.1640625,0.4706806409008674
v4b_legacy_025c,25.0,60.0,0.171875,0.4723217461568176
v5c0_corrected_v4b_075c,25.0,60.0,0.171875,0.47891815388729564
v4b_legacy_025c,25.0,60.0,0.1796875,0.4576649501266364
v5c0_corrected_v4b_075c,25.0,60.0,0.1796875,0.4634007963316489
v4b_legacy_025c,25.0,60.0,0.1875,0.44841758859866776
v5c0_corrected_v4b_075c,25.0,60.0,0.1875,0.45324338457430363
v4b_legacy_025c,25.0,60.0,0.1953125,0.4403838645594581
v5c0_corrected_v4b_075c,25.0,60.0,0.1953125,0.4443135651709797
v4b_legacy_025c,25.0,60.0,0.203125,0.4306958847985164
v5c0_corrected_v4b_075c,25.0,60.0,0.203125,0.4337823713878377
v4b_legacy_025c,25.0,60.0,0.2109375,0.4071485770718647
v5c0_corrected_v4b_075c,25.0,60.0,0.2109375,0.4094558542915038
v4b_legacy_025c,25.0,60.0,0.21875,0.3563950413322792
v5c0_corrected_v4b_075c,25.0,60.0,0.21875,0.35797978481150317
v4b_legacy_025c,25.0,60.0,0.2265625,0.33629870969554004
v5c0_corrected_v4b_075c,25.0,60.0,0.2265625,0.33697969390183785
v4b_legacy_025c,25.0,60.0,0.234375,0.3056734567512633
v5c0_corrected_v4b_075c,25.0,60.0,0.234375,0.30543830597500937
v4b_legacy_025c,25.0,60.0,0.2421875,0.27985767434052516
v5c0_corrected_v4b_075c,25.0,60.0,0.2421875,0.2789167494658198
v4b_legacy_025c,25.0,60.0,0.25,0.24716920829106528
v5c0_corrected_v4b_075c,25.0,60.0,0.25,0.24583228665464854
v4b_legacy_025c,25.0,60.0,0.2578125,0.23890362039510296
v5c0_corrected_v4b_075c,25.0,60.0,0.2578125,0.23747168628491985
v4b_legacy_025c,25.0,60.0,0.265625,0.23066171878620445
v5c0_corrected_v4b_075c,25.0,60.0,0.265625,0.22924425736202655
v4b_legacy_025c,25.0,60.0,0.2734375,0.2019307186630197
v5c0_corrected_v4b_075c,25.0,60.0,0.2734375,0.20056327840106297
v4b_legacy_025c,25.0,60.0,0.28125,0.1983685149463803
v5c0_corrected_v4b_075c,25.0,60.0,0.28125,0.19708517362069453
v4b_legacy_025c,25.0,60.0,0.2890625,0.1606726677417407
v5c0_corrected_v4b_075c,25.0,60.0,0.2890625,0.15950575608362946
v4b_legacy_025c,25.0,60.0,0.296875,0.1280769194542409
v5c0_corrected_v4b_075c,25.0,60.0,0.296875,0.12705679288397714
v4b_legacy_025c,25.0,60.0,0.3046875,0.079930910537036
v5c0_corrected_v4b_075c,25.0,60.0,0.3046875,0.0790857694194531
v4b_legacy_025c,25.0,60.0,0.3125,0.04399073247817705
v5c0_corrected_v4b_075c,25.0,60.0,0.3125,0.04334649008050017
v4b_legacy_025c,25.0,60.0,0.3203125,-0.005990579376419104
v5c0_corrected_v4b_075c,25.0,60.0,0.3203125,-0.006410383323123162
v4b_legacy_025c,25.0,60.0,0.328125,-0.05027620261880293
v5c0_corrected_v4b_075c,25.0,60.0,0.328125,-0.050450446116742
v4b_legacy_025c,25.0,60.0,0.3359375,-0.08564220730858677
v5c0_corrected_v4b_075c,25.0,60.0,0.3359375,-0.08555219263762703
v4b_legacy_025c,25.0,60.0,0.34375,-0.10859203451836048
v5c0_corrected_v4b_075c,25.0,60.0,0.34375,-0.10822146287382516
v4b_legacy_025c,25.0,60.0,0.3515625,-0.11833461990809395
v5c0_corrected_v4b_075c,25.0,60.0,0.3515625,-0.11766954092448174
v4b_legacy_025c,25.0,60.0,0.359375,-0.1685074060494302
v5c0_corrected_v4b_075c,25.0,60.0,0.359375,-0.16753614988492238
v4b_legacy_025c,25.0,60.0,0.3671875,-0.18983736223538233
v5c0_corrected_v4b_075c,25.0,60.0,0.3671875,-0.1885504625469752
v4b_legacy_025c,25.0,60.0,0.375,-0.21157704186894236
v5c0_corrected_v4b_075c,25.0,60.0,0.375,-0.20996715836371768
v4b_legacy_025c,25.0,60.0,0.3828125,-0.2417501892474787
v5c0_corrected_v4b_075c,25.0,60.0,0.3828125,-0.2398120384756967
v4b_legacy_025c,25.0,60.0,0.390625,-0.2531164259652761
v5c0_corrected_v4b_075c,25.0,60.0,0.390625,-0.2508467285518605
v4b_legacy_025c,25.0,60.0,0.3984375,-0.2566731011302674
v5c0_corrected_v4b_075c,25.0,60.0,0.3984375,-0.2540705526608147
v4b_legacy_025c,25.0,60.0,0.40625,-0.2578602694679979
v5c0_corrected_v4b_075c,25.0,60.0,0.40625,-0.2549255407150285
v4b_legacy_025c,25.0,60.0,0.4140625,-0.26494645783952736
v5c0_corrected_v4b_075c,25.0,60.0,0.4140625,-0.2616822279319876
v4b_legacy_025c,25.0,60.0,0.421875,-0.2681378830976768
v5c0_corrected_v4b_075c,25.0,60.0,0.421875,-0.2645489066482488
v4b_legacy_025c,25.0,60.0,0.4296875,-0.2637408959370825
v5c0_corrected_v4b_075c,25.0,60.0,0.4296875,-0.2598341021527583
v4b_legacy_025c,25.0,60.0,0.4375,-0.25585782505630844
v5c0_corrected_v4b_075c,25.0,60.0,0.4375,-0.2516424436356533
v4b_legacy_025c,25.0,60.0,0.4453125,-0.24487493412680084
v5c0_corrected_v4b_075c,25.0,60.0,0.4453125,-0.2403598890380265
v4b_legacy_025c,25.0,60.0,0.453125,-0.23070290437728358
v5c0_corrected_v4b_075c,25.0,60.0,0.453125,-0.22561943836961135
v4b_legacy_025c,25.0,60.0,0.4609375,-0.21336548218217488
v5c0_corrected_v4b_075c,25.0,60.0,0.4609375,-0.20731021063500538
v4b_legacy_025c,25.0,60.0,0.46875,-0.19318841677833615
v5c0_corrected_v4b_075c,25.0,60.0,0.46875,-0.18596384174840308
v4b_legacy_025c,25.0,60.0,0.4765625,-0.16969762901498434
v5c0_corrected_v4b_075c,25.0,60.0,0.4765625,-0.16149275214486383
v4b_legacy_025c,25.0,60.0,0.484375,-0.1426471993887906
v5c0_corrected_v4b_075c,25.0,60.0,0.484375,-0.1337773832081005
v4b_legacy_025c,25.0,60.0,0.4921875,-0.11266565744436807
v5c0_corrected_v4b_075c,25.0,60.0,0.4921875,-0.10312346727877122
v4b_legacy_025c,25.0,60.0,0.5,-0.08007682936370346
v5c0_corrected_v4b_075c,25.0,60.0,0.5,-0.06986009365704231
v4b_legacy_025c,25.0,60.0,0.5078125,-0.045135833080588085
v5c0_corrected_v4b_075c,25.0,60.0,0.5078125,-0.03425140871885131
v4b_legacy_025c,25.0,60.0,0.515625,-0.008150604746858728
v5c0_corrected_v4b_075c,25.0,60.0,0.515625,0.003384089174742872
v4b_legacy_025c,25.0,60.0,0.5234375,0.030466276603661066
v5c0_corrected_v4b_075c,25.0,60.0,0.5234375,0.04262191174784311
v4b_legacy_025c,25.0,60.0,0.53125,0.07031045753777462
v5c0_corrected_v4b_075c,25.0,60.0,0.53125,0.08304465450148243
v4b_legacy_025c,25.0,60.0,0.5390625,0.10478528005663248
v5c0_corrected_v4b_075c,25.0,60.0,0.5390625,0.11798304846471877
v4b_legacy_025c,25.0,60.0,0.546875,0.13422255072911682
v5c0_corrected_v4b_075c,25.0,60.0,0.546875,0.14772298220975
v4b_legacy_025c,25.0,60.0,0.5546875,0.16236460182058637
v5c0_corrected_v4b_075c,25.0,60.0,0.5546875,0.1760235236067922
v4b_legacy_025c,25.0,60.0,0.5625,0.19179038981883562
v5c0_corrected_v4b_075c,25.0,60.0,0.5625,0.20548230854319652
v4b_legacy_025c,25.0,60.0,0.5703125,0.22287679551822376
v5c0_corrected_v4b_075c,25.0,60.0,0.5703125,0.2364938468563199
v4b_legacy_025c,25.0,60.0,0.578125,0.2550999260340627
v5c0_corrected_v4b_075c,25.0,60.0,0.578125,0.2685490801479273
v4b_legacy_025c,25.0,60.0,0.5859375,0.28792122611420373
v5c0_corrected_v4b_075c,25.0,60.0,0.5859375,0.3011210433623204
v4b_legacy_025c,25.0,60.0,0.59375,0.3205002345987679
v5c0_corrected_v4b_075c,25.0,60.0,0.59375,0.3333781632832115
v4b_legacy_025c,25.0,60.0,0.6015625,0.3510394796166073
v5c0_corrected_v4b_075c,25.0,60.0,0.6015625,0.36353016902058843
v4b_legacy_025c,25.0,60.0,0.609375,0.3805383703912648
v5c0_corrected_v4b_075c,25.0,60.0,0.609375,0.392582921057718
v4b_legacy_025c,25.0,60.0,0.6171875,0.40603907302483694
v5c0_corrected_v4b_075c,25.0,60.0,0.6171875,0.4175847368960522
v4b_legacy_025c,25.0,60.0,0.625,0.4269090771695014
v5c0_corrected_v4b_075c,25.0,60.0,0.625,0.43790876664425904
v4b_legacy_025c,25.0,60.0,0.6328125,0.44639154224169575
v5c0_corrected_v4b_075c,25.0,60.0,0.6328125,0.4568026332578881
v4b_legacy_025c,25.0,60.0,0.640625,0.45029846271056545
v5c0_corrected_v4b_075c,25.0,60.0,0.640625,0.46008071800617756
v4b_legacy_025c,25.0,60.0,0.6484375,0.4698651337491232
v5c0_corrected_v4b_075c,25.0,60.0,0.6484375,0.4789780033736693
v4b_legacy_025c,25.0,60.0,0.65625,0.459967069918106
v5c0_corrected_v4b_075c,25.0,60.0,0.65625,0.46836700390692054
v4b_legacy_025c,25.0,60.0,0.6640625,0.47447771331390814
v5c0_corrected_v4b_075c,25.0,60.0,0.6640625,0.4821163281777205
v4b_legacy_025c,25.0,60.0,0.671875,0.4764133950786912
v5c0_corrected_v4b_075c,25.0,60.0,0.671875,0.4832373088364801
v4b_legacy_025c,25.0,60.0,0.6796875,0.44715606684978265
v5c0_corrected_v4b_075c,25.0,60.0,0.6796875,0.4531089611502916
v4b_legacy_025c,25.0,60.0,0.6875,0.4461280149396989
v5c0_corrected_v4b_075c,25.0,60.0,0.6875,0.4511568379054049
v4b_legacy_025c,25.0,60.0,0.6953125,0.41541794285391853
v5c0_corrected_v4b_075c,25.0,60.0,0.6953125,0.4195350973353626
v4b_legacy_025c,25.0,60.0,0.703125,0.4188352051996325
v5c0_corrected_v4b_075c,25.0,60.0,0.703125,0.42209331388405
v4b_legacy_025c,25.0,60.0,0.7109375,0.40922845825100335
v5c0_corrected_v4b_075c,25.0,60.0,0.7109375,0.4116914946052553
v4b_legacy_025c,25.0,60.0,0.71875,0.379401279123969
v5c0_corrected_v4b_075c,25.0,60.0,0.71875,0.38112520268524464
v4b_legacy_025c,25.0,60.0,0.7265625,0.32854480109652484
v5c0_corrected_v4b_075c,25.0,60.0,0.7265625,0.32933304389065815
v4b_legacy_025c,25.0,60.0,0.734375,0.3204152633138725
v5c0_corrected_v4b_075c,25.0,60.0,0.734375,0.3202465393153515
v4b_legacy_025c,25.0,60.0,0.7421875,0.29890116554449886
v5c0_corrected_v4b_075c,25.0,60.0,0.7421875,0.2979898247448479
v4b_legacy_025c,25.0,60.0,0.75,0.2584996640086076
v5c0_corrected_v4b_075c,25.0,60.0,0.75,0.2571686566169024
v4b_legacy_025c,25.0,60.0,0.7578125,0.23901042166688632
v5c0_corrected_v4b_075c,25.0,60.0,0.7578125,0.23757848755670324
v4b_legacy_025c,25.0,60.0,0.765625,0.23168158912291273
v5c0_corrected_v4b_075c,25.0,60.0,0.765625,0.2302641276987348
v4b_legacy_025c,25.0,60.0,0.7734375,0.2072508240471155
v5c0_corrected_v4b_075c,25.0,60.0,0.7734375,0.20588338378515872
v4b_legacy_025c,25.0,60.0,0.78125,0.21786317542528796
v5c0_corrected_v4b_075c,25.0,60.0,0.78125,0.21657983409960224
v4b_legacy_025c,25.0,60.0,0.7890625,0.19602275979981404
v5c0_corrected_v4b_075c,25.0,60.0,0.7890625,0.1948558481417028
v4b_legacy_025c,25.0,60.0,0.796875,0.16348948860455773
v5c0_corrected_v4b_075c,25.0,60.0,0.796875,0.1624693620342942
v4b_legacy_025c,25.0,60.0,0.8046875,0.11473068702300215
v5c0_corrected_v4b_075c,25.0,60.0,0.8046875,0.11388554590541922
v4b_legacy_025c,25.0,60.0,0.8125,0.06037130196857562
v5c0_corrected_v4b_075c,25.0,60.0,0.8125,0.0597270595708986
v4b_legacy_025c,25.0,60.0,0.8203125,0.0045555221602135475
v5c0_corrected_v4b_075c,25.0,60.0,0.8203125,0.004135718213509489
v4b_legacy_025c,25.0,60.0,0.828125,-0.047132730220793596
v5c0_corrected_v4b_075c,25.0,60.0,0.828125,-0.047306973718732714
v4b_legacy_025c,25.0,60.0,0.8359375,-0.0946162918538359
v5c0_corrected_v4b_075c,25.0,60.0,0.8359375,-0.0945262771828762
v4b_legacy_025c,25.0,60.0,0.84375,-0.13108656525951945
v5c0_corrected_v4b_075c,25.0,60.0,0.84375,-0.13071599361498418
v4b_legacy_025c,25.0,60.0,0.8515625,-0.17925361028905873
v5c0_corrected_v4b_075c,25.0,60.0,0.8515625,-0.17858853130544647
v4b_legacy_025c,25.0,60.0,0.859375,-0.21836888444296593
v5c0_corrected_v4b_075c,25.0,60.0,0.859375,-0.21739762827845807
v4b_legacy_025c,25.0,60.0,0.8671875,-0.24562010845447327
v5c0_corrected_v4b_075c,25.0,60.0,0.8671875,-0.24433320876606615
v4b_legacy_025c,25.0,60.0,0.875,-0.2589102011383021
v5c0_corrected_v4b_075c,25.0,60.0,0.875,-0.2573003176330775
v4b_legacy_025c,25.0,60.0,0.8828125,-0.2657399191687934
v5c0_corrected_v4b_075c,25.0,60.0,0.8828125,-0.2638017683970114
v4b_legacy_025c,25.0,60.0,0.890625,-0.27260699292492335
v5c0_corrected_v4b_075c,25.0,60.0,0.890625,-0.27033729551150776
v4b_legacy_025c,25.0,60.0,0.8984375,-0.274334067839044
v5c0_corrected_v4b_075c,25.0,60.0,0.8984375,-0.2717315193695914
v4b_legacy_025c,25.0,60.0,0.90625,-0.26640078838431436
v5c0_corrected_v4b_075c,25.0,60.0,0.90625,-0.263466059631345
v4b_legacy_025c,25.0,60.0,0.9140625,-0.2503801207505909
v5c0_corrected_v4b_075c,25.0,60.0,0.9140625,-0.24711589084305113
v4b_legacy_025c,25.0,60.0,0.921875,-0.2662541650671019
v5c0_corrected_v4b_075c,25.0,60.0,0.921875,-0.2626651886176739
v4b_legacy_025c,25.0,60.0,0.9296875,-0.26619766825296315
v5c0_corrected_v4b_075c,25.0,60.0,0.9296875,-0.2622908744686389
v4b_legacy_025c,25.0,60.0,0.9375,-0.2591855839246065
v5c0_corrected_v4b_075c,25.0,60.0,0.9375,-0.25497020250395136
v4b_legacy_025c,25.0,60.0,0.9453125,-0.24789076585979708
v5c0_corrected_v4b_075c,25.0,60.0,0.9453125,-0.24337582525986534
v4b_legacy_025c,25.0,60.0,0.953125,-0.23355634202563966
